id,image_path,productDisplayName,subCategory,label,split
55527,../data/raw/fashion-product-images-small/images/55527.jpg,Revlon Skinlights Face Pink Light Illuminator Lotion,Makeup,11,train
13332,../data/raw/fashion-product-images-small/images/13332.jpg,Gini and Jony Kids Boys Check Blue Shirts,Topwear,17,train
27107,../data/raw/fashion-product-images-small/images/27107.jpg,Aneri Women Khajana Black Kurta,Topwear,17,train
50869,../data/raw/fashion-product-images-small/images/50869.jpg,Prafful Red & Black Printed Sari,Saree,14,train
51341,../data/raw/fashion-product-images-small/images/51341.jpg,Raymond Men Navy Socks,Socks,16,train
28389,../data/raw/fashion-product-images-small/images/28389.jpg,Idee Men Black Sunglasses,Eyewear,4,train
23761,../data/raw/fashion-product-images-small/images/23761.jpg,Oakley Men Brown Sunglasses,Eyewear,4,train
6103,../data/raw/fashion-product-images-small/images/6103.jpg,UCB Men's Benetton Football Blue T-shirt,Topwear,17,train
47224,../data/raw/fashion-product-images-small/images/47224.jpg,Franco Leone Men Brown Slippers,Sandal,13,train
26213,../data/raw/fashion-product-images-small/images/26213.jpg,Perry Ellis Men 360A Red Perfume,Fragrance,6,train
12026,../data/raw/fashion-product-images-small/images/12026.jpg,Mark Taylor Men White Striped Shirt,Topwear,17,train
8099,../data/raw/fashion-product-images-small/images/8099.jpg,Fastrack Women Black Dial Watch NES014SL01,Watches,19,train
54633,../data/raw/fashion-product-images-small/images/54633.jpg,Fastrack Men White Dial Watch,Watches,19,train
24544,../data/raw/fashion-product-images-small/images/24544.jpg,Mother Earth Women Red Printed Top,Topwear,17,train
10771,../data/raw/fashion-product-images-small/images/10771.jpg,Disney Kids Red Casual Shoes,Shoes,15,train
40001,../data/raw/fashion-product-images-small/images/40001.jpg,Park Avenue Men Black Frame Sunglasses,Eyewear,4,train
32421,../data/raw/fashion-product-images-small/images/32421.jpg,ADIDAS Men Printed Yellow T-shirt,Topwear,17,train
59910,../data/raw/fashion-product-images-small/images/59910.jpg,Diva Women White Kurta,Topwear,17,train
56164,../data/raw/fashion-product-images-small/images/56164.jpg,Colorbar I-Define Moss Green Eye Pencil 004,Makeup,11,train
25496,../data/raw/fashion-product-images-small/images/25496.jpg,Nike Men Blue Aquahype Flip Flops,Flip Flops,5,train
37153,../data/raw/fashion-product-images-small/images/37153.jpg,Campbell Men Pack of 3 T-shirt,Topwear,17,train
53416,../data/raw/fashion-product-images-small/images/53416.jpg,Alma Women Navy Blue Printed Kurta,Topwear,17,train
4654,../data/raw/fashion-product-images-small/images/4654.jpg,ADIDAS Women Receptor Navy Sandal,Sandal,13,train
56958,../data/raw/fashion-product-images-small/images/56958.jpg,HM Women Blue Flats,Shoes,15,train
24776,../data/raw/fashion-product-images-small/images/24776.jpg,Nike Men Obs T-Lite 9 Sl Bronze Sports Shoes,Shoes,15,train
57284,../data/raw/fashion-product-images-small/images/57284.jpg,French Connection Men Purple & Brown Shirt,Topwear,17,train
56356,../data/raw/fashion-product-images-small/images/56356.jpg,Police Men Be Younique Deo and Perfume Set,Fragrance,6,train
11491,../data/raw/fashion-product-images-small/images/11491.jpg,Puma Men Top Indication Silver Black Watch,Watches,19,train
53624,../data/raw/fashion-product-images-small/images/53624.jpg,Q&Q Men White Watch,Watches,19,train
1928,../data/raw/fashion-product-images-small/images/1928.jpg,Puma Mens One Love T-shirt,Topwear,17,train
44693,../data/raw/fashion-product-images-small/images/44693.jpg,Wills Lifestyle Women White & Blue Top,Topwear,17,train
4466,../data/raw/fashion-product-images-small/images/4466.jpg,Puma Men's Vibrant Black White Shoe,Shoes,15,train
15031,../data/raw/fashion-product-images-small/images/15031.jpg,ADIDAS Women Stripes Pink Sweaters,Topwear,17,train
29069,../data/raw/fashion-product-images-small/images/29069.jpg,Fastrack Women Olive Handbag,Bags,0,train
51173,../data/raw/fashion-product-images-small/images/51173.jpg,Raymond Men Navy Socks,Socks,16,train
47016,../data/raw/fashion-product-images-small/images/47016.jpg,Shree Women Beige Printed Kurta,Topwear,17,train
23553,../data/raw/fashion-product-images-small/images/23553.jpg,Police Women Wings Deo,Fragrance,6,train
42564,../data/raw/fashion-product-images-small/images/42564.jpg,Mother Earth Women Pink Top,Topwear,17,train
31096,../data/raw/fashion-product-images-small/images/31096.jpg,Palm Tree Boys Check Green Shirt,Topwear,17,train
54401,../data/raw/fashion-product-images-small/images/54401.jpg,Baggit Women Pink Wallet,Wallets,18,train
30144,../data/raw/fashion-product-images-small/images/30144.jpg,Flying Machine Women Printed Black T-shirt,Topwear,17,train
32277,../data/raw/fashion-product-images-small/images/32277.jpg,ADIDAS Men Sprint Speed Black Sports Shoes,Shoes,15,train
41785,../data/raw/fashion-product-images-small/images/41785.jpg,Remanika Women Purple Top,Topwear,17,train
40657,../data/raw/fashion-product-images-small/images/40657.jpg,Span Women Green Kurta,Topwear,17,train
1570,../data/raw/fashion-product-images-small/images/1570.jpg,Artengo Women Tennis Singlet,Topwear,17,train
52392,../data/raw/fashion-product-images-small/images/52392.jpg,Red Rose Women Peach Nightdress,Loungewear and Nightwear,10,train
21660,../data/raw/fashion-product-images-small/images/21660.jpg,Enamor Women Smooth Lavender Bra,Innerwear,7,train
14587,../data/raw/fashion-product-images-small/images/14587.jpg,United Colors of Benetton Women Solid Beige Belts,Belts,1,train
6755,../data/raw/fashion-product-images-small/images/6755.jpg,Nike Men's Air Zoom Pace White Shoe,Shoes,15,train
54859,../data/raw/fashion-product-images-small/images/54859.jpg,Ivory Tag Women Coral Petal Red Necklace,Jewellery,8,train
34180,../data/raw/fashion-product-images-small/images/34180.jpg,Gini and Jony Boys Blue T-shirt,Topwear,17,train
17302,../data/raw/fashion-product-images-small/images/17302.jpg,Puma Men Sports Black Socks,Socks,16,train
51517,../data/raw/fashion-product-images-small/images/51517.jpg,Fastrack Women Black Dial Watch N2298sm03,Watches,19,train
7687,../data/raw/fashion-product-images-small/images/7687.jpg,Puma Men's Long Logo Bermuda White Short,Bottomwear,2,train
35052,../data/raw/fashion-product-images-small/images/35052.jpg,Fabindia Women Printed Beige Kurtis,Topwear,17,train
3227,../data/raw/fashion-product-images-small/images/3227.jpg,Puma Men's Vesta Runner Grey Shoe,Shoes,15,train
19298,../data/raw/fashion-product-images-small/images/19298.jpg,Guess Women Puffy G Black Watch,Watches,19,train
12670,../data/raw/fashion-product-images-small/images/12670.jpg,Probase Men Check White Shorts,Bottomwear,2,train
17130,../data/raw/fashion-product-images-small/images/17130.jpg,Lino Perros Women Classic Black  Handbag,Bags,0,train
23305,../data/raw/fashion-product-images-small/images/23305.jpg,W Women Green Printed Kurta,Topwear,17,train
6567,../data/raw/fashion-product-images-small/images/6567.jpg,Nike Men's T90 Training White T-shirt,Topwear,17,train
18944,../data/raw/fashion-product-images-small/images/18944.jpg,Levis Men Scottish Stripes Flat Knit Pack of 3 Socks,Socks,16,train
47640,../data/raw/fashion-product-images-small/images/47640.jpg,Carlton London Women Brown Shoes,Shoes,15,train
46792,../data/raw/fashion-product-images-small/images/46792.jpg,Carolina Herrera Women 100 ml Perfume,Fragrance,6,train
35260,../data/raw/fashion-product-images-small/images/35260.jpg,Lee Women Jennifer Blue Top,Topwear,17,train
51725,../data/raw/fashion-product-images-small/images/51725.jpg,Allen Solly Men Black Sunglass,Eyewear,4,train
3829,../data/raw/fashion-product-images-small/images/3829.jpg,Crocs Kid's Gabe Duke Mid Tier Emboss Blue Kidswear,Sandal,13,train
48608,../data/raw/fashion-product-images-small/images/48608.jpg,Lucera Women Silver Earrings,Jewellery,8,train
13590,../data/raw/fashion-product-images-small/images/13590.jpg,Hanes Men Half Sleeve Pack of 3 Innerwear T-shirts,Innerwear,7,train
26677,../data/raw/fashion-product-images-small/images/26677.jpg,Puma Men Drifter Road Black Flip Flops,Flip Flops,5,train
55385,../data/raw/fashion-product-images-small/images/55385.jpg,Revlon Tuscan Sun Nail Polish 314,Nails,12,train
12442,../data/raw/fashion-product-images-small/images/12442.jpg,Timberland Men Casual Brown Wallets,Wallets,18,train
3015,../data/raw/fashion-product-images-small/images/3015.jpg,Lee Men's Panama Pink T-shirt,Topwear,17,train
32045,../data/raw/fashion-product-images-small/images/32045.jpg,Playboy Men White Socks,Socks,16,train
56500,../data/raw/fashion-product-images-small/images/56500.jpg,Streetwear Quick Dry Ethreal Nail Polish 06,Nails,12,train
10315,../data/raw/fashion-product-images-small/images/10315.jpg,Esprit Women Rough Chic Gold Watch,Watches,19,train
15667,../data/raw/fashion-product-images-small/images/15667.jpg,Belkin Unisex Grip Sleeve Black Bags,Bags,0,train
37537,../data/raw/fashion-product-images-small/images/37537.jpg,Madagascar 3 Infant Boys Yellow Booties,Socks,16,train
20580,../data/raw/fashion-product-images-small/images/20580.jpg,Baggit Women Angel Rosy Pink Mobile Pouch,Bags,0,train
53072,../data/raw/fashion-product-images-small/images/53072.jpg,Rocia Women Black Clutch,Bags,0,train
31861,../data/raw/fashion-product-images-small/images/31861.jpg,Titan Men Chronograph Black Dial Watch,Watches,19,train
7228,../data/raw/fashion-product-images-small/images/7228.jpg,Rockport Men's Myrics Tumbled Black Shoe,Shoes,15,train
23598,../data/raw/fashion-product-images-small/images/23598.jpg,Nike Fragrances Men Blue Wave Deo,Fragrance,6,train
3688,../data/raw/fashion-product-images-small/images/3688.jpg,Lotto Men's Bristol II Navy White Shoe,Shoes,15,train
8260,../data/raw/fashion-product-images-small/images/8260.jpg,Fastrack White Printed Tote Bag,Bags,0,train
49147,../data/raw/fashion-product-images-small/images/49147.jpg,Deborah 7 Days Long Violet Nail Polish 831,Nails,12,train
19637,../data/raw/fashion-product-images-small/images/19637.jpg,United Colors of Benetton Women Solid Grey Top,Topwear,17,train
46933,../data/raw/fashion-product-images-small/images/46933.jpg,York Men Silver Aqua Perfume,Fragrance,6,train
27138,../data/raw/fashion-product-images-small/images/27138.jpg,Miss-T Cream Bra,Innerwear,7,train
48095,../data/raw/fashion-product-images-small/images/48095.jpg,French Connection Women White Top,Topwear,17,train
50856,../data/raw/fashion-product-images-small/images/50856.jpg,Prafful Brown Crepe Sari,Saree,14,train
14914,../data/raw/fashion-product-images-small/images/14914.jpg,Mr. Men Men Be Happy Green Tshirts,Topwear,17,train
39230,../data/raw/fashion-product-images-small/images/39230.jpg,Femella Women Green Top,Topwear,17,train
58207,../data/raw/fashion-product-images-small/images/58207.jpg,New Hide Men Brown Belt,Belts,1,train
44658,../data/raw/fashion-product-images-small/images/44658.jpg,Vans Unisex Red Old Skool Shoes,Shoes,15,train
36278,../data/raw/fashion-product-images-small/images/36278.jpg,SDL by Sweet Dreams Women Lavender Night suits,Loungewear and Nightwear,10,train
33538,../data/raw/fashion-product-images-small/images/33538.jpg,Wrangler Women Black Giselle Jeans,Bottomwear,2,train
58809,../data/raw/fashion-product-images-small/images/58809.jpg,Highlander Men White Striped Shirt,Topwear,17,train
11668,../data/raw/fashion-product-images-small/images/11668.jpg,Lee Women Printed Black Tshirts,Topwear,17,train
37198,../data/raw/fashion-product-images-small/images/37198.jpg,United Colors of Benetton Women Check Red Dress,Dress,3,train
58035,../data/raw/fashion-product-images-small/images/58035.jpg,Rreverie Women Silver Earrings,Jewellery,8,train
56993,../data/raw/fashion-product-images-small/images/56993.jpg,HM Women Brown Shoes,Shoes,15,train
29290,../data/raw/fashion-product-images-small/images/29290.jpg,Wrangler Men Miriam Checks Blue Shirt,Topwear,17,train
22678,../data/raw/fashion-product-images-small/images/22678.jpg,Wildcraft Unisex Black & Grey Gear for Life Laptop Messenger Bag,Bags,0,train
28342,../data/raw/fashion-product-images-small/images/28342.jpg,Idee Men Black Sunglasses,Eyewear,4,train
19405,../data/raw/fashion-product-images-small/images/19405.jpg,ADIDAS Men Blue Jersey,Topwear,17,train
7826,../data/raw/fashion-product-images-small/images/7826.jpg,Puma Women Future Cat Remix White Blue Shoe,Shoes,15,train
39466,../data/raw/fashion-product-images-small/images/39466.jpg,Diva Women Pink Kurta,Topwear,17,train
52957,../data/raw/fashion-product-images-small/images/52957.jpg,FNF Pink Printed Sari,Saree,14,train
25039,../data/raw/fashion-product-images-small/images/25039.jpg,Nike Men T90 Black Shorts,Bottomwear,2,train
57419,../data/raw/fashion-product-images-small/images/57419.jpg,Amante Blue Robe,Loungewear and Nightwear,10,train
21499,../data/raw/fashion-product-images-small/images/21499.jpg,Kiara Women Square Design Black Handbag,Bags,0,train
5329,../data/raw/fashion-product-images-small/images/5329.jpg,FILA Men Speed Up Blue Sports Shoes,Shoes,15,train
33960,../data/raw/fashion-product-images-small/images/33960.jpg,Femella Women Pink Leggings,Bottomwear,2,train
28726,../data/raw/fashion-product-images-small/images/28726.jpg,W Women Printed Beige Kurta,Topwear,17,train
34379,../data/raw/fashion-product-images-small/images/34379.jpg,Myntra Men Orange Life Is My Right T-shirt,Topwear,17,train
46759,../data/raw/fashion-product-images-small/images/46759.jpg,Giorgio Beverly Hills Women So You Perfume,Fragrance,6,train
16029,../data/raw/fashion-product-images-small/images/16029.jpg,Highlander Men Check Blue Shirt,Topwear,17,train
19061,../data/raw/fashion-product-images-small/images/19061.jpg,Aurelia Women Printed Red Kurti,Topwear,17,train
12489,../data/raw/fashion-product-images-small/images/12489.jpg,Clarks Men Leather Brown Sandals,Sandal,13,train
8436,../data/raw/fashion-product-images-small/images/8436.jpg,Jealous 21 Women Jealous Gaius Pink Top Pink Tops,Topwear,17,train
16815,../data/raw/fashion-product-images-small/images/16815.jpg,Locomotive Men Check Yellow Shirt,Topwear,17,train
28514,../data/raw/fashion-product-images-small/images/28514.jpg,Nike Men Black Shorts,Bottomwear,2,train
55940,../data/raw/fashion-product-images-small/images/55940.jpg,Colorbar Autumn Rose Nail Lacquer 20,Nails,12,train
13769,../data/raw/fashion-product-images-small/images/13769.jpg,Belmonte Men Check White Shirts,Topwear,17,train
49523,../data/raw/fashion-product-images-small/images/49523.jpg,Rocia Women Black Clutch,Bags,0,train
22812,../data/raw/fashion-product-images-small/images/22812.jpg,Locomotive Men Brown Printed T-shirt,Topwear,17,train
39654,../data/raw/fashion-product-images-small/images/39654.jpg,Lotto Men White Sports Shoes,Shoes,15,train
38786,../data/raw/fashion-product-images-small/images/38786.jpg,Woodland Men Brown Sandals,Sandal,13,train
5927,../data/raw/fashion-product-images-small/images/5927.jpg,ADIDAS Women's Vintage Set White Shoe,Shoes,15,train
11802,../data/raw/fashion-product-images-small/images/11802.jpg,Vishudh Women Cambric White Kurtas,Topwear,17,train
52359,../data/raw/fashion-product-images-small/images/52359.jpg,Red Rose Women Blue Nightdress,Loungewear and Nightwear,10,train
58663,../data/raw/fashion-product-images-small/images/58663.jpg,ALayna Women Red Kurta,Topwear,17,train
20779,../data/raw/fashion-product-images-small/images/20779.jpg,Carlton London Women Classy Gold Sandals,Shoes,15,train
41588,../data/raw/fashion-product-images-small/images/41588.jpg,Basics Men Blue Shirt,Topwear,17,train
45914,../data/raw/fashion-product-images-small/images/45914.jpg,Maxima Men Black Dial Watch,Watches,19,train
38540,../data/raw/fashion-product-images-small/images/38540.jpg,Puma Men Red California Shoes,Shoes,15,train
32846,../data/raw/fashion-product-images-small/images/32846.jpg,Grendha Women Jola Cigana Brown Flats,Shoes,15,train
45128,../data/raw/fashion-product-images-small/images/45128.jpg,Casio Enticer Men Steel-Toned Analogue Watch MTP-1214A-7AVDF(A344),Watches,19,train
24923,../data/raw/fashion-product-images-small/images/24923.jpg,United Colors of Benetton Women Pink Top,Topwear,17,train
48637,../data/raw/fashion-product-images-small/images/48637.jpg,Lucera Women Silver Earrings,Jewellery,8,train
17933,../data/raw/fashion-product-images-small/images/17933.jpg,Puma Men Ferrari Logo Tee II Red Tshirt,Topwear,17,train
9510,../data/raw/fashion-product-images-small/images/9510.jpg,Puma Men Ess woven White Shorts,Bottomwear,2,train
51528,../data/raw/fashion-product-images-small/images/51528.jpg,Fastrack Men Grey Dial Watch NB3001SL02,Watches,19,train
29432,../data/raw/fashion-product-images-small/images/29432.jpg,Giordano Men Black Dial Watch,Watches,19,train
42903,../data/raw/fashion-product-images-small/images/42903.jpg,French Connection Women Pink Suede Belt,Belts,1,train
18375,../data/raw/fashion-product-images-small/images/18375.jpg,Undercolors of Benetton Men White Boxer Trunks,Innerwear,7,train
48405,../data/raw/fashion-product-images-small/images/48405.jpg,French Connection Men Grey Printed T-shirt,Topwear,17,train
23934,../data/raw/fashion-product-images-small/images/23934.jpg,Lotto Men Black Skate Slip-On Casual Shoes,Shoes,15,train
9722,../data/raw/fashion-product-images-small/images/9722.jpg,Lee Men kansas cit Black Tshirts,Topwear,17,train
4801,../data/raw/fashion-product-images-small/images/4801.jpg,ADIDAS Men's Ess 3s Crew White T-Shirt,Topwear,17,train
38772,../data/raw/fashion-product-images-small/images/38772.jpg,Woodland Men Olive Shoes,Shoes,15,train
40668,../data/raw/fashion-product-images-small/images/40668.jpg,Lee Women Grey Glorious Shirt,Topwear,17,train
35409,../data/raw/fashion-product-images-small/images/35409.jpg,Enroute Men Black Formal Shoes,Shoes,15,train
26822,../data/raw/fashion-product-images-small/images/26822.jpg,Highlander Men Olive Trousers,Bottomwear,2,train
28184,../data/raw/fashion-product-images-small/images/28184.jpg,Ray-Ban Men Aviator Black Sunglasses,Eyewear,4,train
17759,../data/raw/fashion-product-images-small/images/17759.jpg,Buckaroo Men Rey charcoal Casual Shoe,Shoes,15,train
18711,../data/raw/fashion-product-images-small/images/18711.jpg,Arrow Woman Printed Brown Skirt,Bottomwear,2,train
43489,../data/raw/fashion-product-images-small/images/43489.jpg,French Connection Men Black Jeans,Bottomwear,2,train
9346,../data/raw/fashion-product-images-small/images/9346.jpg,Puma Men Checks Navy Blue Shorts,Bottomwear,2,train
38316,../data/raw/fashion-product-images-small/images/38316.jpg,Puma Women Core Jam Shopper Green Bag,Bags,0,train
15832,../data/raw/fashion-product-images-small/images/15832.jpg,Visudh Pink Printed Ethnic Kurta,Topwear,17,train
1917,../data/raw/fashion-product-images-small/images/1917.jpg,Puma Men White Sneakers,Shoes,15,train
4459,../data/raw/fashion-product-images-small/images/4459.jpg,Nike Men's Black Blue T-shirt,Topwear,17,train
37950,../data/raw/fashion-product-images-small/images/37950.jpg,Playboy Men Black & White Socks,Socks,16,train
53429,../data/raw/fashion-product-images-small/images/53429.jpg,Alma Women Red Printed Kurta,Topwear,17,train
56967,../data/raw/fashion-product-images-small/images/56967.jpg,HM Women Brown Sandals,Shoes,15,train
12825,../data/raw/fashion-product-images-small/images/12825.jpg,Puma Unisex Coral Black Slippers,Flip Flops,5,train
29264,../data/raw/fashion-product-images-small/images/29264.jpg,ADIDAS Men Adizero Black Sports Shoes,Shoes,15,train
48253,../data/raw/fashion-product-images-small/images/48253.jpg,The Amazing Spiderman Boys White T-shirt,Topwear,17,train
30349,../data/raw/fashion-product-images-small/images/30349.jpg,Myntra Men Diet Off White T-shirt,Topwear,17,train
6900,../data/raw/fashion-product-images-small/images/6900.jpg,Puma Men's Lifestyle Canvas Blue Shoe,Shoes,15,train
18523,../data/raw/fashion-product-images-small/images/18523.jpg,C Vox Men Control Freak Black Jacket,Topwear,17,train
47647,../data/raw/fashion-product-images-small/images/47647.jpg,Carlton London Men Black Formal Shoes,Shoes,15,train
6560,../data/raw/fashion-product-images-small/images/6560.jpg,Nike Unisex All Access SO Black Backpack,Bags,0,train
23302,../data/raw/fashion-product-images-small/images/23302.jpg,W Women Brown Leggings,Bottomwear,2,train
51722,../data/raw/fashion-product-images-small/images/51722.jpg,Allen Solly Men Blue Sunglasses AS232-C4,Eyewear,4,train
19891,../data/raw/fashion-product-images-small/images/19891.jpg,Lee Men Canvas Black Belt,Belts,1,train
46795,../data/raw/fashion-product-images-small/images/46795.jpg,Arrow Men Black Formal Shoes,Shoes,15,train
9528,../data/raw/fashion-product-images-small/images/9528.jpg,FIFA Men essential Blue T-shirts,Topwear,17,train
3012,../data/raw/fashion-product-images-small/images/3012.jpg,Lee Men Xavier Green White Check Shirt,Topwear,17,train
55382,../data/raw/fashion-product-images-small/images/55382.jpg,Revlon Silver Shower Nail Polish 317,Nails,12,train
56507,../data/raw/fashion-product-images-small/images/56507.jpg,Streetwear Shine Divine Pink Lip Gloss,Lips,9,train
32042,../data/raw/fashion-product-images-small/images/32042.jpg,Playboy Men Grey & Black Socks,Socks,16,train
33190,../data/raw/fashion-product-images-small/images/33190.jpg,Sepia Women Printed Grey Tunic,Topwear,17,train
53849,../data/raw/fashion-product-images-small/images/53849.jpg,Vishudh Women Black Printed Kurta,Topwear,17,train
10312,../data/raw/fashion-product-images-small/images/10312.jpg,Esprit Women Spark Black White Silver Watches,Watches,19,train
24127,../data/raw/fashion-product-images-small/images/24127.jpg,ADIDAS Women Printed Yellow T-shirt,Topwear,17,train
45110,../data/raw/fashion-product-images-small/images/45110.jpg,Casio Enticer Men Silver Analogue Watch MTP-1165A-7CDF(A134),Watches,19,train
4237,../data/raw/fashion-product-images-small/images/4237.jpg,Probase Men's Big Sound Red Tshirt,Topwear,17,train
15660,../data/raw/fashion-product-images-small/images/15660.jpg,Belkin Unisex Dash Laptop 16,Bags,0,train
53075,../data/raw/fashion-product-images-small/images/53075.jpg,Rocia Women Red Purse,Bags,0,train
32270,../data/raw/fashion-product-images-small/images/32270.jpg,Vishudh Women Printed Grey Kurta,Topwear,17,train
39698,../data/raw/fashion-product-images-small/images/39698.jpg,Spykar Men Ranger White Shirt,Topwear,17,train
4839,../data/raw/fashion-product-images-small/images/4839.jpg,Sher Singh Men Nehru Navy T-shirt,Topwear,17,train
21667,../data/raw/fashion-product-images-small/images/21667.jpg,Fossil Men Black Dial Chronograph Watch CH2586,Watches,19,train
45322,../data/raw/fashion-product-images-small/images/45322.jpg,Cobblerz Women Beige & Blue Wedges,Shoes,15,train
4005,../data/raw/fashion-product-images-small/images/4005.jpg,Spalding Men's Yellow And Green With Graphic Flip Flop,Flip Flops,5,train
14580,../data/raw/fashion-product-images-small/images/14580.jpg,United Colors of Benetton Men Solid DK.Grey Shirts,Topwear,17,train
23130,../data/raw/fashion-product-images-small/images/23130.jpg,Chhota Bheem Kids Boys Lost Alien Green T-shirt,Topwear,17,train
17305,../data/raw/fashion-product-images-small/images/17305.jpg,Puma Men Sports Grey Socks,Socks,16,train
7680,../data/raw/fashion-product-images-small/images/7680.jpg,Wrangler Women's Blue Ankle Length Socks,Socks,16,train
35055,../data/raw/fashion-product-images-small/images/35055.jpg,Windsor Men Black Formal Shoes,Shoes,15,train
51510,../data/raw/fashion-product-images-small/images/51510.jpg,Fastrack Men White Dial Watch,Watches,19,train
30527,../data/raw/fashion-product-images-small/images/30527.jpg,Lovable Cotton Essensuals Blue Bra,Innerwear,7,train
27590,../data/raw/fashion-product-images-small/images/27590.jpg,Scullers Men White & Blue T-shirt,Topwear,17,train
54062,../data/raw/fashion-product-images-small/images/54062.jpg,Fogg Men Royal Deo,Fragrance,6,train
12677,../data/raw/fashion-product-images-small/images/12677.jpg,Probase Men Check Grey Trousers,Bottomwear,2,train
3220,../data/raw/fashion-product-images-small/images/3220.jpg,Puma Men Black Running Shoes,Shoes,15,train
42107,../data/raw/fashion-product-images-small/images/42107.jpg,ADIDAS Men Navy Blue T-Shirt,Topwear,17,train
57283,../data/raw/fashion-product-images-small/images/57283.jpg,French Connection Men Burgundy Shirt,Topwear,17,train
32614,../data/raw/fashion-product-images-small/images/32614.jpg,Levitate Men Brown Leather Belt,Belts,1,train
56351,../data/raw/fashion-product-images-small/images/56351.jpg,Nike Fragrances Men Out of Control Perfume 150 ml,Fragrance,6,train
44694,../data/raw/fashion-product-images-small/images/44694.jpg,Wills Lifestyle Women Multi Coloured Dress,Dress,3,train
15036,../data/raw/fashion-product-images-small/images/15036.jpg,ADIDAS Women Stripes Blue Sweaters,Topwear,17,train
4461,../data/raw/fashion-product-images-small/images/4461.jpg,Nike Men Manu Show Time Black Jacket,Topwear,17,train
51174,../data/raw/fashion-product-images-small/images/51174.jpg,Raymond Men Brown Socks,Socks,16,train
22486,../data/raw/fashion-product-images-small/images/22486.jpg,ADIDAS Kids-Unisex Tip Off 2 K White Sports Shoes,Shoes,15,train
17761,../data/raw/fashion-product-images-small/images/17761.jpg,Buckaroo Men Ortiz Brown Semi Formal Shoe,Shoes,15,train
47011,../data/raw/fashion-product-images-small/images/47011.jpg,Shree Women Rust Printed Kurta,Topwear,17,train
12213,../data/raw/fashion-product-images-small/images/12213.jpg,Basics Men Grey New Improved Fit Trousers,Bottomwear,2,train
26026,../data/raw/fashion-product-images-small/images/26026.jpg,Slazenger Women Vitalize Perfume,Fragrance,6,train
51948,../data/raw/fashion-product-images-small/images/51948.jpg,Yelloe Unisex Black Laptop Bag,Bags,0,train
31091,../data/raw/fashion-product-images-small/images/31091.jpg,Gini and Jony Boys White Shirt,Topwear,17,train
3644,../data/raw/fashion-product-images-small/images/3644.jpg,Fila Men's Maverick HI Navy Green Canvas Shoe,Shoes,15,train
29852,../data/raw/fashion-product-images-small/images/29852.jpg,Basics Men Dark Brown Trousers,Bottomwear,2,train
42563,../data/raw/fashion-product-images-small/images/42563.jpg,Mother Earth Women Brown Kurti,Topwear,17,train
18729,../data/raw/fashion-product-images-small/images/18729.jpg,Arrow Woman Keisha Magenta Sweater,Topwear,17,train
54406,../data/raw/fashion-product-images-small/images/54406.jpg,Baggit Women Olive Handbag,Bags,0,train
47223,../data/raw/fashion-product-images-small/images/47223.jpg,Franco Leone Men Black Slippers,Sandal,13,train
6104,../data/raw/fashion-product-images-small/images/6104.jpg,UCB Women's Basic Round Neck Navy Blue T-shirt,Topwear,17,train
23766,../data/raw/fashion-product-images-small/images/23766.jpg,Oakley Men Black Fast Jacket Sunglasses,Eyewear,4,train
17553,../data/raw/fashion-product-images-small/images/17553.jpg,Mark Taylor Men Grey & White Striped Shirt,Topwear,17,train
3476,../data/raw/fashion-product-images-small/images/3476.jpg,ADIDAS Men's Fresh Blue Sleeveless T-shirt,Topwear,17,train
26214,../data/raw/fashion-product-images-small/images/26214.jpg,Perry Ellis Men 360 Degree Perfume,Fragrance,6,train
54634,../data/raw/fashion-product-images-small/images/54634.jpg,Fastrack Men Grey Dial Watch,Watches,19,train
43683,../data/raw/fashion-product-images-small/images/43683.jpg,Doodle Girls Printed Blue Top,Topwear,17,train
40006,../data/raw/fashion-product-images-small/images/40006.jpg,Park Avenue Men Steel Frame Sunglasses,Eyewear,4,train
59917,../data/raw/fashion-product-images-small/images/59917.jpg,Diva Women Pink Kurta,Topwear,17,train
32426,../data/raw/fashion-product-images-small/images/32426.jpg,ADIDAS Men White Shorts,Bottomwear,2,train
5781,../data/raw/fashion-product-images-small/images/5781.jpg,Reebok Men's Coral Hex Grey Flip Flop,Flip Flops,5,train
37154,../data/raw/fashion-product-images-small/images/37154.jpg,Campbell Men Pack of 3 T-shirts,Topwear,17,train
45574,../data/raw/fashion-product-images-small/images/45574.jpg,Arrow Men Black Formal Shoes,Shoes,15,train
57277,../data/raw/fashion-product-images-small/images/57277.jpg,French Connection Men Red Check Shirt,Topwear,17,train
24785,../data/raw/fashion-product-images-small/images/24785.jpg,Lino Perros Women Ladies Belts White White Belts,Belts,1,train
33732,../data/raw/fashion-product-images-small/images/33732.jpg,Pieces Women Black Belt,Belts,1,train
41312,../data/raw/fashion-product-images-small/images/41312.jpg,Gini and Jony Girls Fixed Weast Pink Capris,Bottomwear,2,train
39208,../data/raw/fashion-product-images-small/images/39208.jpg,Catwalk Women Beige Heels,Shoes,15,train
25657,../data/raw/fashion-product-images-small/images/25657.jpg,Fastrack Women Purple Watch,Watches,19,train
5547,../data/raw/fashion-product-images-small/images/5547.jpg,Nike Men's Football/Soccer Green T-shirt,Topwear,17,train
44660,../data/raw/fashion-product-images-small/images/44660.jpg,Vans Men Black Shoes,Shoes,15,train
